Company Name,Location,"Employees
Affected","Layoff
Date"
"APPLIED MATERIALS, INC.",SUNNYVALE,3,2/4/12
"APPLIED MATERIALS, INC.",SUNNYVALE,1,4/15/12
"APPLIED MATERIALS, INC.",SUNNYVALE,1,7/23/12
"APPLIED MATERIALS, INC.",SUNNYVALE,1,8/30/12
"APPLIED MATERIALS, INC.",SUNNYVALE,6,9/16/12
AREVA SOLAR INC.,MOUNTAIN VIEW,1,8/4/12
"ASSISTANCE LEAGUE OF SOUTHERN
CALIFORNIA (ALSC)",HOLLYWOOD,27,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN
CALIFORNIA (ALSC)",HOLLYWOOD,45,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN
CALIFORNIA (ALSC)",HOLLYWOOD,1,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN
CALIFORNIA (ALSC)",LOS ANGELES,1,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN
CALIFORNIA (ALSC)",LOS ANGELES,6,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN
CALIFORNIA (ALSC)",LOS ANGELES,2,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN
CALIFORNIA (ALSC)",PANORAMA CITY,3,8/17/12
"ASSISTANCE LEAGUE OF SOUTHERN
CALIFORNIA (ALSC)",SAN FERNANDO,1,8/17/12
AURORA BANK,LAKE FOREST,5,7/7/12
"AURORA LOAN SERVICES, AURORA
BANK FSB, CA",LAKE FOREST,103,5/25/12
"AUTODESK, INC",SAN RAFAEL,70,11/5/12
BAE SYSTEMS,SAN FRANCISCO,101,2/1/12
BAE SYSTEMS,SAN FRANCISCO,126,5/30/12
BAE SYSTEMS,SAN FRANCISCO,152,7/23/12
BAE SYSTEMS,SAN FRANCISCO,3,8/20/12
BAE SYSTEMS,SAN FRANCISCO,138,9/7/12
BAE SYSTEMS,SAN FRANCISCO,95,9/16/12
BAE SYSTEMS,SAN FRANCISCO,126,11/1/12
BAE SYSTEMS,SAN FRANCISCO,183,12/19/12
"BAE SYSTEMS INFORMATION
SOLUTIONS, INC.",SAN DIEGO,77,9/10/12
BALLY TOTAL FITNESS,NORWALK,71,4/23/12
BANDAI NAMCO GAMES AMERICA INC.,SAN JOSE,37,3/6/12
BANDAI NAMCO GAMES AMERICA INC.,SAN JOSE,8,3/30/12
BANK OF AMERICA,ANAHEIM,77,9/28/12
BANK OF AMERICA,LOS ANGELES,60,3/31/12
BANK OF AMERICA,LOS ANGELES,100,5/31/12
"BANK OF AMERICA (CUSTOMER
SERVICE CONTACT CENTER)",CONCORD,450,5/20/12
BANK OF AMERICA (GLENDALE),GLENDALE,281,12/31/12
"BECHTEL POWER CORP (IVANPAH
SOLAR ENERGY PROJECT)",NIPTON,172,2/17/12
BEL AIR #508,ELK GROVE,63,9/30/12
BEL AIR MARKETS #526,WOODLAND,89,10/19/12
BERKELEY PATIENTS GROUP BPG,BERKELEY,69,5/25/12
BEST BUY,LOS ANGELES,64,6/15/12
BEST BUY,MANTECA,61,6/15/12
BEST BUY,MORENO VALLEY,50,6/15/12
BEST BUY,ONTARIO,78,6/15/12
BEST BUY,PALO ALTO,61,6/15/12
BEST BUY,PITTSBURG,59,6/15/12
BEST BUY,TUSTIN,79,6/15/12
"BIGPOINT, INC",SAN FRANCISCO,47,12/22/12
"BIMBO BAKERIES (EARTHGRAINS
BAKING COMPANIES)",STOCKTON,125,12/29/12
"BIMBO BAKERIES USA,INC
(MONTEBELLO,CA BAKERY)",MONTEBELLO,121,12/31/12
"BLACKROCK, INC.",SAN FRANCISCO,60,1/30/12
"BLIZZARD ENTERTAINMENT, INC.",IRVINE,45,4/28/12
"BLIZZARD ENTERTAINMENT, INC.",IRVINE,155,4/28/12
BLOOMFIELD BAKERS,LOS ALAMITOS,456,2/29/12
BLUE COAT SYSTEMS INC,SUNNYVALE,81,2/15/12
BOEING (ANAHEIM RIF),ANAHEIM,4,11/16/12
BOEING (EL SEGUNDO RIF),ELSEGUNDO,18,11/16/12
BOEING (HUNTINGTON BEACH RIF),HUNTINGTON BEACH,31,11/16/12
BOEING (LONG BEACH RIF),LONG BEACH,101,11/16/12
BOEING COMPANY,ANAHEIM,16,4/20/12
BOEING COMPANY,ANAHEIM,4,9/21/12
BOEING COMPANY,"EDWARDS AIR
FORCE BA",1,4/20/12
BOEING COMPANY,HUNTINGTON BEACH,36,4/20/12
BOEING COMPANY,HUNTINGTON BEACH,27,9/21/12
BOEING COMPANY,LONG BEACH,71,4/20/12
BOEING COMPANY,LONG BEACH,59,9/21/12
BOEING COMPANY,SEAL BEACH,2,9/21/12
"BORAL ROOFING, LLC",IONE,40,12/1/12
BT AMERICA'S INC.,ELSEGUNDO,60,9/10/12
"BUONGIORNO U.S., INC.",LOS GATOS,23,4/30/12
CAL VALLEY EQUIPMENT,BAKERSFIELD,22,1/5/12
CALISOLAR INC.,SUNNYVALE,35,2/9/12
CALISOLAR INC.,SUNNYVALE,1,2/15/12
CALLAWAY GOLF COMPANY,CARLSBAD,10,1/29/12
CALLAWAY GOLF COMPANY,CARLSBAD,117,9/8/12
CAPITAL NURSERY CO.,CITRUS HEIGHTS,25,12/6/12
CAPITAL NURSERY CO.,ELK GROVE,35,12/6/12
CAPITAL ONE SERVICES,SALINAS,869,9/1/12
CAPITOL ONE (ING DIRECT),LOS ANGELES,235,7/6/12
"CARDIOVASCULAR CONSULTANTS
MEDICAL GROUP, INC.",BRENTWOOD,11,7/31/12
"CARDIOVASCULAR CONSULTANTS
MEDICAL GROUP, INC.",CASTRO VALLEY,10,7/31/12
"CARDIOVASCULAR CONSULTANTS
MEDICAL GROUP, INC.",NEVADA CITY,1,7/31/12
"CARDIOVASCULAR CONSULTANTS
MEDICAL GROUP, INC.",OAKLAND,27,7/31/12
"CARDIOVASCULAR CONSULTANTS
MEDICAL GROUP, INC.",SAN RAMON,12,7/31/12
"CARDIOVASCULAR CONSULTANTS
MEDICAL GROUP,INC.",WALNUT CREEK,33,7/31/12
"CAREWISE HEALTH (LANDACORP
DIVISION OFSHPS)",CHICO,88,12/31/12
"CAREY LIMOUSINE S.F., INC","SOUTH SAN
FRANCISCO",54,11/16/12
"CARRIAGE INN AT RIDGECREST
HOTEL, ATLAS HOTELS INC",RIDGECREST,62,4/9/12
"CATERPILLAR LOGISTICS INC
(HAYWARD RDC)",HAYWARD,10,12/14/12
CBNB/MAGELLAN LLC,SANTA BARBARA,6,10/5/12
"CBNB/MAGELLAN, LLC",CARPINTERIA,23,12/31/12
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,127,3/9/12
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,59,8/7/12
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,55,8/14/12
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,4,8/24/12
CERTIFIED AD SERVICES,FRESNO,86,4/28/12
"CIGNA, CT GENERAL LIFE INSURANCE
COMPANY",SAN FRANCISCO,75,1/4/12
"CINDERBITER STOP MOTION
(SHADEMAKER PRODUCTIONS)",SAN FRANCISCO,190,10/13/12
CISCO SYSTEMS INC.,SAN JOSE,291,9/21/12
CITYGRID MEDIA,WEST HOLLYWOOD,80,12/9/12
"CLIPPER WINDPOWER, LLC",CARPINTERIA,68,1/31/12
"CODEXIS, INC",REDWOOD CITY,133,10/30/12
COMCAST,LIVERMORE,435,11/30/12
COMCAST,MORGAN HILL,220,11/30/12
COMCAST,SACRAMENTO,410,11/30/12
COMCAST CAMPUS,LIVERMORE,105,7/27/12
COMCAST MORGAN HILL CTR,MORGAN HILL,119,9/15/12
COMERICA BANK,REDONDO BEACH,74,6/15/12
CONMED LINVATEC CORP.,GOLETA,41,1/30/12
CONMED LINVATEC CORP.,GOLETA,12,10/11/12
"CONSUMER RESOURCE NETWORK
LLC",INGLEWOOD,258,5/4/12
"CONTINENTAL COMMERCIAL
PRODUCTS, LLC",NORWALK,47,9/22/12
CONTINENTAL MARITIME,SAN DIEGO,80,5/4/12
CONTINENTAL MARITIME,SAN DIEGO,38,6/1/12
"COOPER LIGHTING, LLC",VAN NUYS,67,2/3/12
"CORELOGIC, INC.",SANTA ANA,5,1/16/12
"CORELOGIC, INC.",SANTA ANA,3,2/6/12
"CORELOGIC, INC.",SANTA ANA,2,2/7/12
"CORELOGIC, INC.",SANTA ANA,2,4/10/12
"CORELOGIC, INC.",SANTA ANA,2,5/14/12
CORELOGICS,SANTA ANA,59,1/2/12
CORELOGICS,SANTA ANA,3,1/9/12
CORIX UTILITIES (US) INC,GARDEN GROVE,33,12/20/12
CORIX UTILITIES (US) INC,VISALIA,2,1/31/12
CORIX UTILITIES (US) INC,VISALIA,45,12/20/12
CORIX UTILITIES (US)INC,ONTARIO,1,12/20/12
"CRAFTWORKS-GORDON BIERSCH
RESTAURANT & BREWERY",SAN FRANCISCO,92,5/9/12
"CRICKET COMMUNICATIONS, INC",FRESNO,1,12/9/12
"CRICKET COMMUNICATIONS, INC",LOS ANGELES,15,12/9/12
"CRICKET COMMUNICATIONS, INC",SAN DIEGO,49,12/9/12
CROTHALL HEALTHCARE,TARZANA,76,9/21/12
CSC APPLIED TECHNOLOGY DIVISION,"EDWARDS AIR
FORCE BA",5,5/31/12
"CURESEARCH FOR CHILDREN'S
CANCER",ARCADIA,85,10/31/12
CVS PHARMACY STORE #3023,OAKLAND,67,3/10/12
"CVS/PHARMACY DIST CTR/LONGS
DRUG STORE CALIFORNIA",PATTERSON,103,8/14/12
CYBERDEFENDER,LOS ANGELES,307,6/1/12
D&W FINE PACK,FOWLER,16,8/24/12
"DAWN FOOD PRODUCTS, INC.",MODESTO,265,3/10/12
DEL MONTE FOODS,KINGSBURG,1089,9/1/12
DELUXE LABORATORIES,LOS ANGELES,55,12/21/12
"DESERT CARDIOLOGY
CONSULTANTS' MEDICAL GROUP,
INC.",RANCHO MIRAGE,84,7/31/12
"DESTINATION LA JOLLA HOTEL, INC.
ESTANCIA LA JOLLA",LA JOLLA,295,1/21/12
"DISNEY CONSUMER PRODUCTS, INC.",GLENDALE,64,4/30/12
DISNEY INTERACTIVE,NORTH HOLLYWOOD,99,11/5/12
"DIVERSIFIED MAILING, INC DBA
WORLD MRKTING, INC",LA MIRADA,78,11/26/12
DURHAM SCHOOL SERVICES,VAN NUYS,69,8/31/12
"EBAY INC.(SAN JOSE NORTH
FACILITY)",SAN JOSE,140,11/16/12
"EBAY, INC.",SAN JOSE,115,5/12/12
"EHARMONY, INC",SANTA MONICA,39,10/22/12
EL TORITO GRILL,NEWPORT BEACH,63,7/31/12
"ELAN PHARMACEUTICALS, INC","SOUTH SAN
FRANCISCO",202,11/20/12
ESTERLINE,BREA,69,8/27/12
EXAR CORPORATION,FREMONT,59,5/27/12
EXELIS INC.,THOUSAND OAKS,147,3/30/12
"EXTREME LEARNING, INC.",MORGAN HILL,14,6/30/12
"FENCEWORKS, INC.",OCEANSIDE,129,6/5/12
FIRESIDE BANK,PLEASANTON,91,4/30/12
FIRESIDE BANK,PLEASANTON,30,5/31/12
FIRESIDE BANK,PLEASANTON,30,6/29/12
"FIRST AMERICAN HOME BUYERS
PROTECTION CORPORATION",VAN NUYS,62,11/9/12
FIRST SOLAR,SANTA CLARA,63,2/11/12
FIRST STUDENT,STOCKTON,55,6/1/12
FLEET CARD FUELS,BAKERSFIELD,112,1/5/12
"FOREVER 21 LOGISTICS, LLC",LOS ANGELES,78,7/27/12
"FOREVER 21 LOGISTICS, LLC",VERNON,214,7/27/12
"FREEDOM COMMUNICATIONS, INC.",IRVINE,33,8/16/12
"FREEDOM COMMUNICATIONS, INC.",SANTA ANA,33,8/16/12
GARDA CASH LOGISTICS,PASADENA,38,2/15/12
GARDEN CITY CASINO,SAN JOSE,418,3/26/12
GEN-PROBE,SAN DIEGO,75,10/1/12
GENERAL DYNAMICS LAND SYSTEMS,CAMP PENDLETON,2,10/21/12
"GENERAL DYNAMICS LAND SYSTEMS-
AMPHIBIOUS SYSTEMS",CAMP PENDLETON,13,4/12/12
GENERAL VINEYARD SERVICES,GONZALES,86,6/4/12
GERON CORPORATION,MENLO PARK,5,3/31/12
GERON CORPORATION,MENLO PARK,8,6/30/12
"GOLDBERG AND SOLOVY FOODS,
INC.",VERNON,175,1/27/12
GOODBY SILVERSTEIN & PARTNERS,SAN FRANCISCO,123,4/10/12
"GRASS VALLEY, LLC",NEVADA CITY,33,9/4/12
"GREEN VOLT, INC.",FREMONT,84,9/14/12
"GRID ONE SOLUTIONS, INC.",SAN MARCOS,55,10/12/12
GRUBB & ELLIS,SANTA ANA,76,4/11/12
"GWF POWER SYSTEMS, INC.",ANTIOCH,10,3/19/12
"GWF POWER SYSTEMS, INC.",ANTIOCH,9,3/19/12
"GWF POWER SYSTEMS, INC.",PITTSBURG,7,3/19/12
"GWF POWER SYSTEMS, INC.",PITTSBURG,3,3/19/12
"GWF POWER SYSTEMS, INC.",PITTSBURG,7,3/19/12
"GWF POWER SYSTEMS, INC.",PITTSBURG,5,3/19/12
HARBOR FREIGHT,OXNARD,8,3/19/12
HARBOR FREIGHT,OXNARD,23,3/19/12
"HARBOR SHOWCASE LTD. BATTLE OF
THE DANCE",ANAHEIM,78,6/13/12
HEWLETT-PACKARD COMPANY,CUPERTINO,67,8/7/12
HEWLETT-PACKARD COMPANY,PALO ALTO,88,6/22/12
HEWLETT-PACKARD COMPANY,RANCHO CORDOVA,2,3/9/12
HEWLETT-PACKARD COMPANY,RANCHO CORDOVA,23,3/9/12
HEWLETT-PACKARD COMPANY,RANCHO CORDOVA,14,3/9/12
HEWLETT-PACKARD COMPANY,SUNNYVALE,1,2/3/12
HEWLETT-PACKARD COMPANY,SUNNYVALE,9,2/3/12
HEWLETT-PACKARD COMPANY,SUNNYVALE,11,4/28/12
"HMSHOST SAN DIEGO
INTERNATIONAL AIRPORT",SAN DIEGO,436,11/20/12
HOSTESS BRAND INC,YUBA CITY,13,7/3/12
HOSTESS BRANDS INC,HAYWARD,14,7/3/12
HOSTESS BRANDS INC,INDIO,10,7/3/12
HOSTESS BRANDS INC,IRVINE,19,7/3/12
HOSTESS BRANDS INC,JACKSON,3,7/3/12
HOSTESS BRANDS INC,LONG BEACH,3,7/3/12
HOSTESS BRANDS INC,LOS ANGELES,363,7/3/12
HOSTESS BRANDS INC,LOS ANGELES,151,7/3/12
HOSTESS BRANDS INC,LOS ANGELES,8,7/3/12
HOSTESS BRANDS INC,OAKLAND,151,7/3/12
HOSTESS BRANDS INC,OXNARD,3,7/3/12
HOSTESS BRANDS INC,PITTSBURG,30,7/3/12
HOSTESS BRANDS INC,POMONA,5,7/3/12
HOSTESS BRANDS INC,REDDING,11,7/3/12
HOSTESS BRANDS INC,RIVERSIDE,11,7/3/12
HOSTESS BRANDS INC,SACRAMENTO,226,7/3/12
HOSTESS BRANDS INC,SACRAMENTO,2,7/3/12
HOSTESS BRANDS INC,SACRAMENTO,15,7/3/12
HOSTESS BRANDS INC,SAN PABLO,2,7/3/12
HOSTESS BRANDS INC,SANTA CLARA,13,7/3/12
HOSTESS BRANDS INC,STOCKTON,21,7/3/12
HOSTESS BRANDS INC,VALLEJO,22,7/3/12
HOSTESS BRANDS INC,WATSONVILLE,11,7/3/12
HOSTESS BRANDS INC,WOODLAND,12,7/3/12
"HOSTESS BRANDS, INC",ANAHEIM,45,7/3/12
"HOSTESS BRANDS, INC",ANTIOCH,3,7/3/12
"HOSTESS BRANDS, INC",ARROYO GRANDE,12,7/3/12
"HOSTESS BRANDS, INC.",AUBURN,8,7/3/12
"HOSTESS BRANDS, INC.",AZUSA,5,7/3/12
"HOSTESS BRANDS, INC.",BAKERSFIELD,3,7/3/12
"HOSTESS BRANDS, INC.",BAKERSFIELD,20,7/3/12
"HOSTESS BRANDS, INC.",BEAUMONT,14,7/3/12
"HOSTESS BRANDS, INC.",BELL,5,7/3/12
"HOSTESS BRANDS, INC.",CAMARILLO,15,7/3/12
"HOSTESS BRANDS, INC.",CHATSWORTH,24,7/3/12
"HOSTESS BRANDS, INC.",CHICO,12,7/3/12
"HOSTESS BRANDS, INC.",CHULA VISTA,22,7/3/12
"HOSTESS BRANDS, INC.",COSTA MESA,22,7/3/12
"HOSTESS BRANDS, INC.",DUBLIN,18,7/3/12
"HOSTESS BRANDS, INC.",EL CAJON,2,7/3/12
"HOSTESS BRANDS, INC.",EL CAJON,16,7/3/12
"HOSTESS BRANDS, INC.",EL CENTRO,5,7/3/12
"HOSTESS BRANDS, INC.",ESCONDIDO,30,7/3/12
"HOSTESS BRANDS, INC.",FRESNO,11,7/3/12
"HOSTESS BRANDS, INC.",FRESNO,20,7/3/12
"HOSTESS BRANDS, INC.",FRESNO,3,7/3/12
"HOSTESS BRANDS, INC.",GARDENA,50,7/3/12
"HOSTESS BRANDS, INC.",GLENDALE,25,7/3/12
"HOSTESS BRANDS, INC.",GLENDORA,35,7/3/12
"HOSTESS BRANDS, INC.",HAWTHORNE,3,7/3/12
"HOSTESS BRANDS, INC.",LANCASTER,15,7/3/12
"HOSTESS BRANDS, INC.",LOMITA,2,7/3/12
"HOSTESS BRANDS, INC.",MERCED,13,7/3/12
"HOSTESS BRANDS, INC.",MODESTO,1,7/3/12
"HOSTESS BRANDS, INC.",MODESTO,22,7/3/12
"HOSTESS BRANDS, INC.",RANCHO CORDOVA,20,7/3/12
"HOSTESS BRANDS, INC.",RIVERSIDE,26,7/3/12
"HOSTESS BRANDS, INC.",SACRAMENTO,22,7/3/12
"HOSTESS BRANDS, INC.",SALINAS,16,7/3/12
"HOSTESS BRANDS, INC.",SAN BERNARDINO,5,7/3/12
"HOSTESS BRANDS, INC.",SAN FRANCISCO,26,7/3/12
"HOSTESS BRANDS, INC.",SAN JOSE,35,7/3/12
"HOSTESS BRANDS, INC.",SAN LEANDRO,22,7/3/12
"HOSTESS BRANDS, INC.",SANTA ROSA,16,7/3/12
"HOSTESS BRANDS, INC.",STOCKTON,2,7/3/12
"HOSTESS BRANDS, INC.",STOCKTON,3,7/3/12
"HOSTESS BRANDS, INC.",TULARE,21,7/3/12
"HOSTESS BRANDS, INC.",UKIAH,16,7/3/12
"HOSTESS BRANDS, INC.",VICTORVILLE,3,7/3/12
"HOSTESS BRANDS, INC.",VICTORVILLE,17,7/3/12
"1-5 SOCIAL SERVICES CORP (DEL
REY)",DELREY,13,12/17/12
"1-5 SOCIAL SERVICES CORP
(FIREBAUGH)",FIREBAUGH,17,12/17/12
1-5 SOCIAL SERVICES CORP (SELMA),SELMA,15,12/17/12
1-5 SOCIAL SERVICES CORP. (HURON),HURON,14,12/17/12
"1-5 SOCIAL SERVICES CORP.
(KERMAN)",KERMAN,21,12/17/12
"1-5 SOCIAL SERVICES CORP.
(MADERA)",MADERA,22,12/17/12
"1-5 SOCIAL SERVICES CORPORATE
OFFICE",FRESNO,8,12/17/12
1-5 SOCIAL SERVICES CORPORATION,FRESNO,134,5/31/12
"1-5 SOCIAL SERVICES CORPORATION
(MENDOTA)",MENDOTA,19,12/17/12
IAP WORLD SERVICES,FORT IRWIN,323,4/30/12
IAP WORLD SERVICES,FORT IRWIN,251,12/31/12
INDUSPAC INTEGRATED PACKAGING,ONTARIO,17,10/25/12
INTERNATIONAL PAPER,SANTA PAULA,64,6/19/12
INTERNATIONAL PAPER COMPANY,ONTARIO,91,6/26/12
"INTERNATIONAL RECTIFIER
CORPORATION",ELSEGUNDO,121,8/2/12
INTUIT INC,MENLO PARK,5,9/21/12
INTUIT INC,MOUNTAIN VIEW,15,9/21/12
INTUIT INC,SAN DIEGO,1,1/4/12
INTUIT INC,SAN DIEGO,120,9/21/12
INTUIT INC,SAN FRANCISCO,1,9/21/12
INTUIT INC,WESTLAKE VILLAGE,4,9/20/12
INTUIT INC,WOODLAND HILLS,4,9/21/12
INTUIT INC.,MENLO PARK,21,10/15/12
"INTUIT, INC",MOUNTAIN VIEW,1,1/4/12
"INTUIT, INC",WOODLAND HILLS,4,1/4/12
"INTUIT, INC.",MOUNTAIN VIEW,1,10/15/12
JACK IN THE BOX,BUENA PARK,92,9/28/12
"JANSSEN ALZHEIMER IMM RES & DEV
LLC& JANSSEN R&D","SOUTH SAN
FRANCISCO",119,12/21/12
"JERRY'S FAMOUS DELI, INC.",COSTA MESA,52,4/30/12
"JET PLASTICS INDUSTRIES, INC.",FOWLER,113,3/29/12
JET PROPULSION LABORATORY,PASADENA,19,2/10/12
JM EAGLE (PERRIS FACILITY),PERRIS,49,9/21/12
"JOIE DE VIVRE HOSPITALITY, LLC
(HOTEL DURANT)",BERKELEY,79,12/21/12
"KAISER FOUNDATION HEALTH PLAN,
INC. CALL CENTER",STOCKTON,162,3/30/12
"KEOLIS TRANSIT AMERICA (MOBILITY
PLUS TRANSPORT)",SAN FRANCISCO,61,9/20/12
KMART STORE #4474,TORRANCE,105,1/1/12
"KOREAN AIR LINES CO., LTD",LOS ANGELES,53,11/20/12
LA HACIENDA FARMS,SALINAS,96,11/30/12
"LABORATORY CORPORATION OF
AMERICA (LABCORP)",LOS ANGELES,111,9/28/12
"LAKEVIEW FARMS, LLC",COMMERCE,93,3/26/12
"LAWRENCE LIVERMORE NATIONAL
LABORATORY",LIVERMORE,205,11/15/12
"LEICA-MICROSYSTEMS (SAN JOSE)
CORP.",SAN JOSE,2,2/12/12
"LEICA-MICROSYSTEMS (SAN JOSE)
CORP.",SAN JOSE,1,5/1/12
"LEICA-MICROSYSTEMS (SAN JOSE)
CORP.",SAN JOSE,6,6/1/12
"LEICA-MICROSYSTEMS (SAN JOSE)
CORP.",SAN JOSE,2,7/15/12
LIONSGATE,SANTA MONICA,65,3/9/12
LOCKHEED MARTIN CORPORATION,SAN DIEGO,75,3/9/12
"LOCKHEED MARTIN SPACE SYSTEMS
COMPANY",SUNNYVALE,105,5/4/12
"LOGITECH/(THE AMERICAS
HEADQUARTERS)",NEWARK,86,8/13/12
"LORI'S DINER INTERNATIONAL, INC",SAN FRANCISCO,45,9/30/12
LOUISVILLE BEDDING COMPANY,ONTARIO,98,10/19/12
"LOVIN OVEN, LLC",AZUSA,571,10/31/12
LPS LENDER PROCESSING SERVICES,PASADENA,78,7/31/12
"LUKE & ASSOCIATES, INC",TRAVIS AFB,148,5/11/12
